edad,trabajo,estado_civil,educacion,incumplimiento,balance,prestamo_vivienda,prestamo_personal,contacto,ultimo_dia_contacto,ultimo_mes_contacto,ultimo_contacto_duracion,campana,pdias,previo,presultado,y
40,admin.,divorciado,secundaria,no,212,no,no,desconocido,7,ene,176,1,-1,0,desconocido,no
48,collar azul,casado,secundaria,no,333,si,no,celular,14,may,24,6,-1,0,desconocido,no
33,collar azul,soltero,secundaria,no,4404,si,no,celular,20,nov,766,3,-1,0,desconocido,no
42,servicios,divorciado,secundaria,no,257,si,no,celular,12,may,955,2,-1,0,desconocido,si
47,desempleado,casado,secundaria,no,3188,si,no,celular,3,feb,426,3,-1,0,desconocido,no
27,tecnico,soltero,superior,no,3083,si,no,desconocido,29,may,244,2,-1,0,desconocido,no
78,retirado,casado,superior,no,226,no,no,telefono,6,nov,136,1,-1,0,desconocido,no
50,servicios,casado,primaria,no,1260,no,no,celular,18,nov,172,1,-1,0,desconocido,no
46,emprendedor,soltero,superior,no,1410,si,no,celular,19,nov,93,1,189,8,fracaso,no
41,admin.,divorciado,secundaria,no,6046,si,si,telefono,15,mar,300,6,182,2,exito,si
36,admin.,soltero,superior,no,980,no,no,celular,11,nov,118,4,104,7,fracaso,no
49,retirado,casado,primaria,no,-37,no,no,desconocido,4,jul,191,2,-1,0,desconocido,no
46,administracion,divorciado,superior,no,-154,si,si,desconocido,27,may,107,2,-1,0,desconocido,no
77,retirado,casado,primaria,no,680,no,no,telefono,24,feb,513,2,89,7,fracaso,no
30,tecnico,soltero,superior,no,799,si,si,desconocido,6,jun,91,18,-1,0,desconocido,no
43,administracion,soltero,secundaria,si,-1164,si,si,celular,18,jul,76,4,-1,0,desconocido,no
44,collar azul,casado,secundaria,no,2523,si,no,desconocido,29,may,1236,2,-1,0,desconocido,no
40,collar azul,casado,primaria,no,98,si,no,desconocido,2,jun,193,5,-1,0,desconocido,no
38,collar azul,casado,primaria,no,3419,si,no,desconocido,20,jun,324,5,-1,0,desconocido,no
25,desempleado,soltero,superior,no,343,no,no,celular,1,jun,377,1,-1,0,desconocido,si
49,administracion,casado,superior,no,852,si,no,celular,20,nov,408,1,-1,0,desconocido,no
33,collar azul,casado,primaria,no,50,si,no,celular,7,may,246,2,-1,0,desconocido,no
40,administracion,soltero,superior,no,0,no,no,celular,26,ago,58,7,-1,0,desconocido,no
44,collar azul,casado,primaria,no,10,si,no,celular,17,jul,196,1,-1,0,desconocido,no
32,collar azul,casado,secundaria,no,950,si,si,celular,20,abr,219,4,-1,0,desconocido,no
52,administracion,casado,superior,no,0,si,no,celular,9,jul,197,1,-1,0,desconocido,no
35,administracion,casado,superior,no,175,si,no,celular,7,ago,257,2,-1,0,desconocido,no
35,tecnico,casado,secundaria,no,-259,si,no,celular,29,ene,381,1,247,2,fracaso,no
32,administracion,casado,secundaria,no,6217,si,si,desconocido,21,may,486,2,-1,0,desconocido,no
42,tecnico,casado,secundaria,no,-1310,si,si,desconocido,28,may,162,1,-1,0,desconocido,no
59,collar azul,casado,unknown,no,139,no,no,desconocido,5,jun,153,1,-1,0,desconocido,no
44,tecnico,soltero,secundaria,no,7138,no,no,celular,8,ago,809,2,-1,0,desconocido,si
50,admin.,divorciado,secundaria,no,1111,si,no,celular,17,abr,50,1,-1,0,desconocido,no
27,collar azul,soltero,secundaria,no,113,no,no,celular,22,jul,39,17,-1,0,desconocido,no
55,administracion,divorciado,superior,no,-612,no,no,celular,26,ago,131,2,-1,0,desconocido,no
54,collar azul,casado,unknown,no,310,si,no,telefono,28,ene,526,4,258,3,otro,no
31,desempleado,soltero,secundaria,no,-186,si,no,desconocido,26,may,172,3,-1,0,desconocido,no
56,admin.,casado,unknown,no,2038,no,no,celular,8,feb,405,1,305,1,exito,no
51,independiente,casado,superior,no,833,no,no,celular,31,jul,77,3,-1,0,desconocido,no
61,collar azul,casado,primaria,no,625,si,no,desconocido,19,may,158,2,-1,0,desconocido,no
34,tecnico,soltero,secundaria,no,105,si,no,celular,7,may,146,2,171,3,fracaso,no
56,collar azul,casado,primaria,no,551,no,no,desconocido,29,may,27,1,-1,0,desconocido,no
29,estudiante,soltero,unknown,no,145,no,no,celular,14,ago,105,1,-1,0,desconocido,no
34,administracion,soltero,superior,no,618,si,no,desconocido,3,jun,119,4,-1,0,desconocido,no
35,servicios,soltero,secundaria,no,1063,si,si,celular,16,abr,327,1,-1,0,desconocido,no
56,admin.,divorciado,secundaria,no,985,no,si,celular,18,ago,150,2,-1,0,desconocido,no
45,collar azul,casado,secundaria,no,2926,si,si,celular,19,nov,482,3,120,2,fracaso,no
31,admin.,soltero,secundaria,no,-449,si,no,desconocido,28,may,81,2,-1,0,desconocido,no
37,emprendedor,divorciado,superior,no,66,no,no,celular,18,nov,1164,2,-1,0,desconocido,si
43,admin.,casado,secundaria,no,0,si,no,celular,17,jul,674,3,-1,0,desconocido,no
40,administracion,casado,unknown,no,419,si,no,celular,10,jul,347,1,-1,0,desconocido,no
44,administracion,casado,primaria,no,4758,si,no,celular,22,jul,712,6,-1,0,desconocido,si
38,admin.,soltero,secundaria,no,-23,no,no,celular,20,nov,48,2,-1,0,desconocido,no
58,administracion,divorciado,superior,no,1573,si,si,celular,17,nov,279,1,-1,0,desconocido,no
24,collar azul,soltero,secundaria,no,77,si,no,desconocido,16,may,236,2,-1,0,desconocido,no
53,servicios,casado,secundaria,no,1378,si,no,celular,18,jul,91,2,-1,0,desconocido,no
36,collar azul,casado,secundaria,no,-73,si,si,celular,18,may,15,8,-1,0,desconocido,no
28,collar azul,casado,primaria,no,60,si,no,celular,6,may,161,1,337,1,fracaso,no
45,collar azul,casado,primaria,no,137,si,si,desconocido,16,may,187,19,-1,0,desconocido,no
32,admin.,soltero,superior,no,1583,si,no,celular,19,nov,100,1,182,1,fracaso,no
46,admin.,casado,secundaria,no,-121,si,si,celular,8,jul,214,4,-1,0,desconocido,no
28,collar azul,soltero,secundaria,no,1065,si,si,celular,17,abr,406,1,317,1,fracaso,no
51,desempleado,casado,secundaria,no,-13,si,no,celular,13,may,361,1,364,1,fracaso,no
51,collar azul,casado,primaria,no,1869,no,no,desconocido,17,jun,30,3,-1,0,desconocido,no
30,tecnico,soltero,secundaria,no,4787,si,no,desconocido,4,jun,99,2,-1,0,desconocido,no
39,tecnico,casado,secundaria,si,-183,si,no,desconocido,14,may,202,2,-1,0,desconocido,no
28,collar azul,casado,primaria,no,702,si,no,desconocido,26,jun,318,2,-1,0,desconocido,no
31,administracion,soltero,superior,no,1494,no,no,celular,13,ago,275,12,-1,0,desconocido,no
31,collar azul,casado,primaria,no,0,si,si,desconocido,12,may,59,4,-1,0,desconocido,no
38,administracion,casado,superior,no,46,no,no,celular,29,ago,70,4,-1,0,desconocido,no
31,collar azul,soltero,secundaria,no,609,si,no,celular,14,abr,1126,1,335,1,fracaso,no
74,retirado,divorciado,secundaria,no,4079,no,no,celular,19,oct,343,3,-1,0,desconocido,si
40,administracion,soltero,superior,no,0,si,no,celular,23,feb,228,2,182,6,fracaso,si
43,tecnico,casado,secundaria,no,7876,si,no,celular,11,ago,209,2,-1,0,desconocido,no
34,tecnico,soltero,superior,no,925,si,no,celular,13,abr,709,1,-1,0,desconocido,si
54,administracion,divorciado,superior,no,7010,no,no,celular,11,mar,275,2,-1,0,desconocido,no
51,collar azul,casado,primaria,no,42,si,no,celular,12,may,51,2,342,3,fracaso,no
33,collar azul,casado,secundaria,no,285,no,si,desconocido,3,jul,267,1,-1,0,desconocido,no
41,tecnico,casado,superior,no,0,no,no,desconocido,20,jun,95,1,-1,0,desconocido,no
33,administracion,soltero,superior,no,3170,no,no,celular,28,oct,246,2,-1,0,desconocido,no
48,admin.,casado,secundaria,no,8,no,si,celular,7,jul,46,1,-1,0,desconocido,no
42,independiente,divorciado,superior,no,216,si,no,celular,8,may,144,3,-1,0,desconocido,no
35,administracion,soltero,superior,no,2975,no,no,celular,8,ago,249,2,-1,0,desconocido,no
25,admin.,casado,secundaria,no,894,si,no,desconocido,28,may,328,1,-1,0,desconocido,no
38,collar azul,soltero,primaria,no,490,si,si,desconocido,25,ago,17,1,-1,0,desconocido,no
45,emprendedor,casado,secundaria,no,245,si,no,desconocido,14,may,126,3,-1,0,desconocido,no
59,administracion,divorciado,superior,no,0,si,no,celular,31,jul,52,8,-1,0,desconocido,no
47,administracion,casado,unknown,no,150,no,no,desconocido,9,jun,52,1,-1,0,desconocido,no
33,administracion,casado,superior,no,4,si,no,celular,16,jul,285,5,-1,0,desconocido,no
59,administracion,casado,primaria,no,1727,no,no,telefono,25,may,500,4,358,2,fracaso,si
41,collar azul,divorciado,primaria,no,664,no,si,celular,15,jul,955,5,-1,0,desconocido,si
42,tecnico,casado,secundaria,no,473,si,no,celular,7,jul,216,5,-1,0,desconocido,no
51,tecnico,divorciado,superior,no,0,no,no,celular,28,ago,84,7,-1,0,desconocido,no
45,administracion,casado,superior,no,-192,si,no,celular,6,may,138,3,-1,0,desconocido,no
30,administracion,casado,superior,no,1942,si,si,celular,21,nov,436,2,178,3,otro,si
33,collar azul,soltero,secundaria,no,5137,si,no,celular,6,may,123,1,-1,0,desconocido,no
43,administracion,casado,superior,no,13044,no,no,celular,18,ago,36,4,-1,0,desconocido,no
37,collar azul,casado,secundaria,no,1053,no,no,desconocido,16,jun,405,3,-1,0,desconocido,no
73,retirado,casado,primaria,no,154,no,no,celular,15,oct,103,1,-1,0,desconocido,no
43,collar azul,casado,secundaria,no,625,si,no,desconocido,30,sep,175,1,-1,0,desconocido,no
52,desempleado,casado,primaria,no,255,no,si,celular,10,jul,374,3,-1,0,desconocido,no
44,administracion,casado,superior,no,529,si,no,desconocido,4,jun,129,4,-1,0,desconocido,no
56,administracion,casado,superior,no,318,no,si,telefono,9,jul,246,3,-1,0,desconocido,no
21,servicios,soltero,secundaria,no,1903,si,no,desconocido,29,may,107,2,-1,0,desconocido,no
43,desconocido,casado,superior,no,1937,no,no,desconocido,19,jun,385,1,-1,0,desconocido,no
54,administracion,casado,primaria,no,3859,no,si,celular,20,nov,104,3,-1,0,desconocido,no
59,tecnico,casado,primaria,no,4198,no,no,celular,14,ene,309,1,91,10,exito,si
52,collar azul,casado,primaria,no,230,si,no,celular,6,may,198,2,170,2,fracaso,no
31,admin.,soltero,secundaria,no,747,si,no,desconocido,26,may,543,2,-1,0,desconocido,si
53,admin.,casado,secundaria,no,263,no,si,celular,18,jul,143,7,-1,0,desconocido,no
24,tecnico,soltero,secundaria,no,-46,si,no,desconocido,19,may,23,1,-1,0,desconocido,no
57,retirado,casado,secundaria,no,0,no,si,desconocido,30,jun,104,2,-1,0,desconocido,no
48,tecnico,casado,secundaria,no,568,si,no,celular,2,sep,378,2,386,1,exito,si
57,tecnico,casado,secundaria,no,1469,si,no,celular,17,nov,364,1,-1,0,desconocido,no
51,tecnico,casado,secundaria,no,18,no,si,celular,25,jul,363,6,-1,0,desconocido,no
50,administracion,divorciado,superior,no,201,si,no,celular,24,jul,248,1,-1,0,desconocido,no
34,collar azul,casado,secundaria,no,1412,si,si,desconocido,27,may,157,2,-1,0,desconocido,no
43,collar azul,casado,primaria,no,-93,si,no,desconocido,26,may,402,2,-1,0,desconocido,no
31,servicios,casado,secundaria,no,-331,si,no,desconocido,23,may,203,5,-1,0,desconocido,no
29,collar azul,casado,unknown,no,486,si,no,celular,6,may,422,1,363,1,fracaso,no
39,collar azul,casado,primaria,no,694,si,no,celular,21,nov,44,1,-1,0,desconocido,no
36,administracion,soltero,superior,no,2806,si,no,desconocido,30,may,358,4,-1,0,desconocido,no
38,desempleado,soltero,superior,no,0,no,no,celular,6,feb,39,2,-1,0,desconocido,no
56,administracion,divorciado,superior,no,2959,si,no,telefono,18,may,325,1,-1,0,desconocido,no
41,empleado domestico,divorciado,primaria,no,22,si,no,celular,18,nov,238,3,126,4,otro,no
47,tecnico,casado,secundaria,no,1167,si,no,celular,30,abr,968,1,87,5,fracaso,si
38,administracion,soltero,superior,no,35,si,no,celular,17,abr,156,1,273,3,fracaso,no
80,retirado,casado,secundaria,no,8304,no,no,telefono,6,abr,681,1,118,11,exito,no
37,servicios,casado,secundaria,no,4760,si,no,celular,20,nov,187,2,-1,0,desconocido,no
44,administracion,soltero,superior,no,-1313,si,si,celular,15,may,104,10,-1,0,desconocido,no
33,collar azul,soltero,secundaria,no,697,no,no,celular,6,feb,860,2,-1,0,desconocido,si
53,tecnico,casado,secundaria,no,230,no,si,celular,13,ago,112,2,-1,0,desconocido,no
69,retirado,casado,superior,no,473,no,no,celular,7,jul,112,1,78,1,fracaso,no
46,tecnico,casado,secundaria,no,1427,si,no,desconocido,14,may,32,3,-1,0,desconocido,no
30,administracion,soltero,superior,no,201,si,no,celular,17,mar,325,2,-1,0,desconocido,si
31,independiente,soltero,secundaria,no,1086,no,no,celular,20,nov,410,1,-1,0,desconocido,no
38,administracion,divorciado,superior,no,4335,si,no,celular,20,nov,640,1,-1,0,desconocido,no
34,servicios,divorciado,secundaria,no,44,no,no,desconocido,9,jun,118,1,-1,0,desconocido,no
48,desconocido,casado,unknown,no,286,no,no,celular,30,jul,166,2,-1,0,desconocido,no
46,collar azul,divorciado,primaria,no,216,no,no,celular,2,feb,173,1,-1,0,desconocido,no
42,admin.,casado,secundaria,no,214,si,no,desconocido,28,may,21,24,-1,0,desconocido,no
41,collar azul,casado,secundaria,no,343,si,no,desconocido,14,may,89,7,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,-77,si,no,celular,28,jul,151,3,-1,0,desconocido,no
39,collar azul,casado,primaria,no,1046,no,no,desconocido,19,jun,112,4,-1,0,desconocido,no
27,estudiante,soltero,secundaria,no,1566,no,no,celular,30,ene,164,5,-1,0,desconocido,no
26,administracion,soltero,superior,no,592,no,no,telefono,29,ene,145,2,164,1,otro,no
38,administracion,soltero,superior,no,104,si,no,celular,6,may,606,3,-1,0,desconocido,si
48,collar azul,casado,secundaria,no,0,si,no,desconocido,26,may,105,1,-1,0,desconocido,no
54,servicios,casado,secundaria,no,-22,no,si,celular,9,jul,85,1,-1,0,desconocido,no
51,servicios,casado,secundaria,no,0,no,no,celular,18,jul,439,3,-1,0,desconocido,no
47,tecnico,casado,secundaria,no,72,no,no,desconocido,29,may,278,1,-1,0,desconocido,no
53,tecnico,casado,secundaria,no,100,no,no,celular,13,ago,205,4,-1,0,desconocido,no
35,collar azul,casado,primaria,no,319,si,no,celular,16,jul,221,1,-1,0,desconocido,no
58,administracion,casado,superior,no,9339,si,no,telefono,18,nov,52,3,172,3,otro,no
52,administracion,divorciado,superior,no,50,si,no,desconocido,12,jun,84,3,-1,0,desconocido,no
57,retirado,casado,secundaria,si,32,si,no,celular,15,may,476,3,-1,0,desconocido,no
52,administracion,casado,superior,no,6922,no,no,celular,20,nov,371,1,-1,0,desconocido,no
35,administracion,soltero,superior,no,633,si,no,celular,17,abr,128,3,-1,0,desconocido,no
48,tecnico,casado,secundaria,no,4265,si,no,desconocido,13,may,220,2,-1,0,desconocido,no
46,emprendedor,casado,superior,no,2262,no,no,telefono,14,jul,44,14,-1,0,desconocido,no
39,servicios,casado,secundaria,no,1970,si,no,desconocido,8,jun,30,1,404,2,exito,no
38,independiente,divorciado,superior,no,1513,no,no,celular,7,may,330,1,342,1,fracaso,no
34,emprendedor,casado,secundaria,no,4659,si,no,desconocido,30,ago,28,1,-1,0,desconocido,no
47,emprendedor,casado,primaria,no,668,no,no,celular,12,may,908,1,-1,0,desconocido,no
35,administracion,divorciado,superior,no,649,no,no,celular,16,abr,177,1,-1,0,desconocido,no
46,collar azul,divorciado,primaria,no,452,si,no,desconocido,9,may,113,4,-1,0,desconocido,no
27,admin.,soltero,secundaria,no,-145,si,no,telefono,15,may,289,8,-1,0,desconocido,no
31,collar azul,casado,secundaria,no,-498,si,no,celular,21,jul,357,1,-1,0,desconocido,no
31,administracion,soltero,superior,no,0,no,no,celular,28,ago,38,16,-1,0,desconocido,no
46,admin.,casado,secundaria,no,22,si,no,celular,7,ago,414,4,-1,0,desconocido,no
31,admin.,casado,secundaria,no,2304,si,no,celular,20,nov,257,2,-1,0,desconocido,no
33,administracion,casado,superior,no,1412,si,no,desconocido,19,ago,480,1,-1,0,desconocido,si
42,empleado domestico,casado,primaria,no,145,no,no,celular,20,ago,252,2,-1,0,desconocido,no
33,administracion,soltero,primaria,no,4897,si,no,desconocido,20,may,151,1,-1,0,desconocido,no
40,empleado domestico,casado,primaria,no,1832,no,no,celular,6,feb,213,4,-1,0,desconocido,no
51,collar azul,casado,primaria,no,3726,no,si,celular,27,ago,119,12,-1,0,desconocido,no
31,desempleado,casado,superior,no,591,no,no,celular,21,nov,161,2,-1,0,desconocido,no
62,retirado,divorciado,superior,no,0,no,no,celular,13,nov,227,2,-1,0,desconocido,si
24,estudiante,soltero,secundaria,no,508,si,no,telefono,18,may,12,3,374,1,otro,no
48,desempleado,casado,secundaria,no,817,no,no,celular,14,ene,517,1,282,4,exito,si
41,tecnico,divorciado,secundaria,no,348,si,no,celular,7,may,225,2,275,2,fracaso,no
43,administracion,casado,superior,no,291,si,no,desconocido,9,may,150,2,-1,0,desconocido,no
52,tecnico,casado,secundaria,no,3554,no,si,celular,8,jul,89,1,-1,0,desconocido,no
54,collar azul,casado,primaria,no,781,si,no,desconocido,9,may,103,2,-1,0,desconocido,no
32,tecnico,divorciado,superior,no,267,no,no,celular,26,may,128,1,-1,0,desconocido,no
38,collar azul,casado,primaria,no,1327,si,no,celular,20,nov,277,1,-1,0,desconocido,no
41,admin.,casado,primaria,no,-306,si,no,desconocido,15,may,500,1,-1,0,desconocido,si
31,collar azul,soltero,primaria,no,864,si,no,telefono,14,may,113,2,-1,0,desconocido,no
35,empleado domestico,casado,superior,no,1265,si,no,celular,15,may,326,5,179,4,fracaso,si
26,admin.,casado,secundaria,no,0,no,no,desconocido,27,may,755,1,-1,0,desconocido,no
52,tecnico,casado,superior,no,214,no,no,celular,29,ago,161,3,-1,0,desconocido,no
58,retirado,casado,secundaria,no,425,si,si,celular,17,nov,100,1,-1,0,desconocido,no
57,empleado domestico,casado,superior,no,3,no,no,celular,4,ago,142,2,-1,0,desconocido,no
34,administracion,casado,superior,no,0,si,no,desconocido,8,may,214,2,-1,0,desconocido,no
59,collar azul,casado,primaria,no,0,no,no,celular,18,nov,167,2,-1,0,desconocido,no
27,tecnico,soltero,secundaria,no,282,no,si,celular,9,jul,676,5,-1,0,desconocido,no
42,emprendedor,casado,superior,no,0,no,no,celular,9,jul,236,1,-1,0,desconocido,no
47,empleado domestico,soltero,superior,no,3727,no,no,desconocido,12,jun,993,6,-1,0,desconocido,si
33,collar azul,casado,secundaria,no,0,si,si,celular,28,jul,83,12,-1,0,desconocido,no
31,servicios,soltero,secundaria,no,864,si,no,celular,6,may,100,1,-1,0,desconocido,no
37,administracion,casado,superior,no,4089,si,no,celular,2,feb,289,2,174,4,otro,si
29,collar azul,casado,secundaria,no,-478,no,si,celular,8,jul,528,2,-1,0,desconocido,no
38,desempleado,casado,primaria,no,-363,no,no,desconocido,12,jun,340,2,-1,0,desconocido,no
35,independiente,casado,secundaria,no,8883,no,no,celular,21,nov,33,3,-1,0,desconocido,no
31,tecnico,soltero,secundaria,no,1970,no,no,telefono,17,abr,284,3,-1,0,desconocido,no
62,administracion,casado,superior,no,1859,no,no,telefono,6,ago,245,3,-1,0,desconocido,si
32,tecnico,soltero,superior,no,1059,si,no,celular,17,abr,115,1,-1,0,desconocido,no
31,servicios,casado,secundaria,no,388,si,no,desconocido,5,may,730,2,-1,0,desconocido,no
51,collar azul,divorciado,primaria,no,602,si,no,celular,11,may,347,1,284,2,fracaso,no
29,servicios,soltero,secundaria,no,0,no,no,celular,17,jul,58,1,-1,0,desconocido,no
43,collar azul,casado,primaria,no,255,si,no,celular,17,jul,180,1,-1,0,desconocido,no
36,collar azul,casado,secundaria,no,63,si,no,desconocido,2,jun,56,8,-1,0,desconocido,no
34,independiente,casado,primaria,no,712,si,no,desconocido,2,jun,326,3,-1,0,desconocido,no
29,servicios,casado,secundaria,no,57,si,no,telefono,21,jul,342,9,-1,0,desconocido,no
57,retirado,casado,secundaria,no,523,no,si,celular,2,feb,49,6,-1,0,desconocido,no
43,administracion,casado,superior,no,422,no,no,celular,12,ago,110,1,-1,0,desconocido,no
33,servicios,casado,secundaria,no,386,no,no,celular,12,nov,253,1,92,4,fracaso,si
60,administracion,casado,superior,no,3387,no,no,celular,14,ago,636,2,-1,0,desconocido,no
51,tecnico,casado,primaria,no,260,no,no,celular,19,ago,137,2,-1,0,desconocido,no
40,admin.,soltero,secundaria,no,-1,no,no,celular,7,jul,173,1,-1,0,desconocido,no
51,tecnico,casado,secundaria,no,1490,si,no,celular,18,jul,227,2,-1,0,desconocido,no
38,servicios,casado,secundaria,no,497,si,si,desconocido,19,may,88,5,-1,0,desconocido,no
35,tecnico,casado,secundaria,no,1707,si,no,desconocido,2,jun,426,3,-1,0,desconocido,no
47,tecnico,casado,secundaria,no,826,si,no,telefono,18,nov,195,3,112,8,otro,no
45,collar azul,casado,primaria,no,907,no,no,celular,18,ago,230,8,-1,0,desconocido,no
40,servicios,casado,secundaria,no,1836,si,no,celular,12,may,750,2,-1,0,desconocido,si
29,emprendedor,soltero,secundaria,no,404,no,no,celular,30,ene,413,3,-1,0,desconocido,no
52,administracion,divorciado,superior,no,907,si,no,desconocido,4,jun,104,2,-1,0,desconocido,no
26,tecnico,casado,secundaria,no,18,si,si,celular,5,may,138,1,-1,0,desconocido,no
31,collar azul,soltero,primaria,no,-495,si,no,desconocido,29,may,334,2,-1,0,desconocido,no
55,servicios,casado,unknown,no,1210,si,no,desconocido,30,may,868,1,-1,0,desconocido,no
35,servicios,casado,secundaria,no,819,si,no,telefono,14,jul,102,14,-1,0,desconocido,no
56,administracion,divorciado,superior,no,442,no,no,desconocido,28,may,77,3,-1,0,desconocido,no
28,collar azul,soltero,secundaria,no,-46,si,no,celular,1,sep,199,1,92,14,exito,si
27,estudiante,soltero,secundaria,no,671,si,no,desconocido,7,may,332,2,-1,0,desconocido,no
30,tecnico,casado,secundaria,no,371,no,no,celular,7,ago,124,2,-1,0,desconocido,no
51,tecnico,casado,superior,no,-3,no,no,celular,25,ago,91,9,-1,0,desconocido,no
33,administracion,casado,secundaria,no,11,si,no,celular,4,may,104,3,-1,0,desconocido,no
32,collar azul,soltero,secundaria,no,33,si,no,celular,18,may,125,1,368,4,fracaso,no
43,emprendedor,casado,secundaria,no,104,si,no,celular,18,jul,635,3,-1,0,desconocido,si
46,collar azul,casado,primaria,no,174,no,si,celular,15,jul,90,1,-1,0,desconocido,no
32,administracion,casado,superior,no,3107,si,si,celular,25,jul,310,1,-1,0,desconocido,no
40,servicios,casado,secundaria,no,1438,si,no,celular,6,may,207,1,351,2,fracaso,no
39,collar azul,casado,secundaria,no,1367,no,no,desconocido,12,jun,43,1,-1,0,desconocido,no
51,collar azul,casado,primaria,no,-11,no,no,telefono,16,jul,126,4,-1,0,desconocido,no
46,admin.,soltero,secundaria,no,1693,si,no,celular,25,ene,137,1,97,1,exito,no
43,collar azul,casado,primaria,no,778,si,si,desconocido,15,may,284,5,-1,0,desconocido,no
36,tecnico,casado,superior,no,837,no,no,celular,28,ago,68,6,-1,0,desconocido,no
48,administracion,casado,superior,no,363,no,no,celular,18,nov,67,1,-1,0,desconocido,no
26,admin.,soltero,secundaria,no,236,si,si,celular,18,may,8,2,-1,0,desconocido,no
39,admin.,soltero,unknown,no,0,si,no,celular,11,may,62,1,-1,0,desconocido,no
47,administracion,casado,superior,no,-50,no,si,celular,7,jul,175,1,-1,0,desconocido,no
23,emprendedor,soltero,primaria,no,4,si,no,desconocido,13,may,395,2,-1,0,desconocido,si
54,administracion,divorciado,superior,no,26306,si,no,celular,11,feb,27,1,84,3,fracaso,no
38,admin.,casado,secundaria,no,46,si,si,desconocido,6,may,195,1,-1,0,desconocido,no
33,tecnico,casado,secundaria,no,575,no,si,celular,4,feb,254,2,-1,0,desconocido,no
35,admin.,divorciado,secundaria,no,148,no,si,celular,8,jul,199,1,-1,0,desconocido,no
52,servicios,casado,secundaria,no,431,no,no,celular,26,ago,73,17,-1,0,desconocido,no
25,tecnico,soltero,superior,no,777,si,no,desconocido,14,may,351,1,-1,0,desconocido,no
29,administracion,casado,superior,no,199,si,si,desconocido,7,may,1689,4,-1,0,desconocido,si
35,tecnico,soltero,superior,no,3552,no,no,celular,21,nov,267,1,-1,0,desconocido,no
49,servicios,casado,secundaria,no,47,no,no,desconocido,5,may,234,2,-1,0,desconocido,no
41,admin.,divorciado,secundaria,no,3823,no,no,celular,26,abr,234,10,-1,0,desconocido,no
32,administracion,casado,superior,no,138,no,no,celular,20,ago,94,4,-1,0,desconocido,no
29,admin.,soltero,secundaria,no,1117,si,no,desconocido,8,may,77,2,-1,0,desconocido,no
28,collar azul,casado,secundaria,no,1325,si,no,celular,15,may,242,1,-1,0,desconocido,no
59,retirado,casado,secundaria,no,0,no,no,celular,18,jul,247,4,-1,0,desconocido,no
34,emprendedor,casado,superior,no,4343,no,no,desconocido,9,jun,85,4,-1,0,desconocido,no
55,administracion,divorciado,superior,no,1598,no,no,celular,22,ago,607,4,-1,0,desconocido,no
34,administracion,casado,superior,no,3301,si,no,celular,17,jun,485,2,227,4,fracaso,si
24,estudiante,soltero,secundaria,no,822,no,no,celular,27,oct,184,1,91,2,fracaso,si
42,tecnico,divorciado,secundaria,no,-280,si,no,desconocido,26,may,258,1,-1,0,desconocido,no
34,administracion,soltero,unknown,no,1534,si,no,celular,16,abr,156,1,147,7,otro,no
34,admin.,casado,secundaria,no,1671,no,no,desconocido,21,may,160,1,-1,0,desconocido,no
51,independiente,casado,superior,no,2007,no,no,desconocido,16,jun,1021,1,-1,0,desconocido,no
58,collar azul,casado,primaria,no,0,si,no,celular,31,jul,5,25,-1,0,desconocido,no
44,tecnico,casado,secundaria,no,2776,si,no,celular,27,ene,701,1,-1,0,desconocido,si
33,collar azul,casado,secundaria,no,139,si,si,celular,18,may,732,2,291,5,fracaso,si
34,administracion,casado,superior,no,573,no,no,celular,10,ago,122,1,-1,0,desconocido,no
34,admin.,casado,secundaria,no,475,si,no,desconocido,7,may,559,1,-1,0,desconocido,no
42,collar azul,divorciado,secundaria,no,47,si,si,desconocido,8,may,141,1,-1,0,desconocido,no
46,administracion,soltero,superior,no,2154,si,no,celular,21,jul,87,4,-1,0,desconocido,no
31,independiente,soltero,superior,no,96,no,no,celular,5,feb,577,1,-1,0,desconocido,no
39,emprendedor,casado,superior,no,83,si,no,celular,11,jul,193,2,-1,0,desconocido,no
34,administracion,soltero,superior,no,6766,no,no,celular,28,ago,210,5,-1,0,desconocido,no
47,tecnico,casado,secundaria,no,3973,no,no,celular,6,ago,732,2,-1,0,desconocido,no
42,servicios,divorciado,secundaria,no,372,si,si,desconocido,6,may,121,2,-1,0,desconocido,no
48,collar azul,soltero,secundaria,no,-552,no,si,celular,21,nov,150,2,-1,0,desconocido,no
30,independiente,soltero,superior,no,48,no,no,celular,21,nov,140,1,-1,0,desconocido,no
38,tecnico,casado,secundaria,no,7696,si,no,celular,20,nov,386,2,-1,0,desconocido,no
24,servicios,casado,secundaria,no,4500,si,no,celular,11,may,733,2,-1,0,desconocido,si
34,tecnico,casado,secundaria,no,1,si,no,celular,19,nov,108,1,-1,0,desconocido,no
46,administracion,soltero,superior,no,46,no,si,celular,17,nov,80,1,152,1,fracaso,no
32,admin.,divorciado,secundaria,si,-18,si,no,desconocido,12,may,155,3,-1,0,desconocido,no
46,servicios,casado,secundaria,no,451,si,si,celular,13,may,389,4,-1,0,desconocido,no
26,independiente,casado,superior,no,479,si,no,celular,9,feb,133,3,-1,0,desconocido,no
42,collar azul,casado,secundaria,no,0,si,no,celular,21,nov,328,6,-1,0,desconocido,no
